timestamp,device_id,co2,voc,pm1,pm25,pm4,pm10,temp_c,rh,occupied
2020-06-01T10:27:20+00:00,home_sensor_01,,,,,,,28.45,61.34,0
2020-06-04T15:47:58+00:00,home_sensor_01,,,,,,,31.12,55.53,1
2024-02-19T04:15:00+00:00,iot_sensor_01,551.85,64.86,,37.03,,29.25,21.7,65.13,1
2024-06-24T21:00:00+00:00,iot_sensor_01,434.72,231.88,,48.61,,13.14,26.56,66.43,1
2024-09-06T19:00:00+00:00,iot_sensor_01,583.6,150.31,,72.93,,37.93,23.77,61.21,1
2020-05-26T06:52:07+00:00,home_sensor_01,,,,,,,29.57,53.58,1
2019-10-01T11:25:13+00:00,gym_sensor_01,,,,,,,27.02,61.34,1
2020-06-04T10:10:51+00:00,home_sensor_01,,,,,,,30.13,61.15,0
2020-05-27T08:19:56+00:00,home_sensor_01,,,,,,,27.21,62.58,0
2020-06-04T22:25:43+00:00,home_sensor_01,,,,,,,31.47,56.81,0
2020-06-01T04:04:07+00:00,home_sensor_01,,,,,,,29.66,58.72,1
2020-06-04T08:56:25+00:00,home_sensor_01,,,,,,,29.9,61.73,0
2020-05-25T16:11:13+00:00,home_sensor_01,,,,,,,32.4,51.87,1
2020-05-27T00:42:11+00:00,home_sensor_01,,,,,,,28.51,59.69,0
2024-07-30T13:40:00+00:00,iot_sensor_01,427.74,119.53,,55.42,,93.86,25.59,49.34,0
2020-06-04T22:14:16+00:00,home_sensor_01,,,,,,,31.26,53.7,0
2020-06-01T11:14:45+00:00,home_sensor_01,,,,,,,28.62,60.66,0
2019-09-23T14:05:41+00:00,gym_sensor_01,,,,,,,27.46,56.02,1
2020-06-04T12:19:21+00:00,home_sensor_01,,,,,,,30.65,60.15,1
2020-05-25T23:47:00+00:00,home_sensor_01,,,,,,,32.24,51.49,1
2020-05-29T01:16:33+00:00,home_sensor_01,,,,,,,30.44,52.66,1
2020-06-04T10:50:00+00:00,home_sensor_01,,,,,,,30.43,60.53,1
2020-05-28T12:26:51+00:00,home_sensor_01,,,,,,,30.48,55.93,0
2024-12-19T18:00:00+00:00,iot_sensor_01,609.45,222.71,,,,17.68,24.28,63.24,0
2020-06-04T10:05:50+00:00,home_sensor_01,,,,,,,30.14,61.08,0
2020-05-28T12:36:22+00:00,home_sensor_01,,,,,,,30.43,55.57,0
2020-05-29T07:11:09+00:00,home_sensor_01,,,,,,,30.65,53.97,0
2020-05-29T01:18:26+00:00,home_sensor_01,,,,,,,30.64,52.43,1
2020-05-14T21:16:24+00:00,home_sensor_01,,,,,,,31.01,54.43,1
2020-06-01T01:51:09+00:00,home_sensor_01,,,,,,,29.46,62.23,1
2020-05-27T04:01:17+00:00,home_sensor_01,,,,,,,29.73,56.73,1
2020-06-04T11:43:04+00:00,home_sensor_01,,,,,,,30.64,60.23,1
2020-06-01T09:41:28+00:00,home_sensor_01,,,,,,,27.26,64.82,0
2020-05-29T01:35:22+00:00,home_sensor_01,,,,,,,31.06,50.23,1
2019-09-24T16:10:42+00:00,gym_sensor_01,,,,,,,28.48,53.48,1
2020-06-04T10:03:19+00:00,home_sensor_01,,,,,,,30.1,61.16,0
2020-06-04T14:14:23+00:00,home_sensor_01,,,,,,,30.5,50.75,1
2020-05-28T23:19:30+00:00,home_sensor_01,,,,,,,31.62,43.38,1
2020-06-01T08:18:38+00:00,home_sensor_01,,,,,,,25.68,66.59,0
2020-05-26T04:47:53+00:00,home_sensor_01,,,,,,,30.23,50.17,1
2024-02-22T22:55:00+00:00,iot_sensor_01,552.11,414.9,,13.3,,63.13,25.19,38.54,1
2024-01-07T21:30:00+00:00,iot_sensor_01,420.3,484.85,,13.46,,41.14,23.43,69.01,1
2020-05-27T09:04:01+00:00,home_sensor_01,,,,,,,27.16,63.55,0
2020-06-01T07:23:56+00:00,home_sensor_01,,,,,,,26.16,63.81,0
2024-11-26T15:00:00+00:00,iot_sensor_01,792.09,267.69,,8.9,,88.76,20.03,30.06,1
2020-05-29T04:05:48+00:00,home_sensor_01,,,,,,,31.1,52.74,1
2020-05-28T11:39:41+00:00,home_sensor_01,,,,,,,30.59,58.04,0
2020-06-01T09:28:27+00:00,home_sensor_01,,,,,,,26.14,68.24,0
2020-05-27T05:33:01+00:00,home_sensor_01,,,,,,,29.63,56.19,1
2020-06-01T09:28:22+00:00,home_sensor_01,,,,,,,26.14,68.26,0
2020-05-27T09:02:35+00:00,home_sensor_01,,,,,,,27.28,63.07,0
2020-05-28T12:41:56+00:00,home_sensor_01,,,,,,,30.45,55.79,0
2020-06-04T09:23:41+00:00,home_sensor_01,,,,,,,29.98,61.47,0
2020-05-27T09:36:32+00:00,home_sensor_01,,,,,,,27.15,63.53,0
2020-05-15T00:44:37+00:00,home_sensor_01,,,,,,,30.29,60.75,1
2020-06-04T19:55:10+00:00,home_sensor_01,,,,,,,31.56,53.93,1
2024-09-23T12:50:00+00:00,iot_sensor_01,939.93,278.57,,48.13,,99.68,20.22,63.47,1
2020-06-01T08:17:00+00:00,home_sensor_01,,,,,,,25.73,66.51,0
2020-05-28T11:33:43+00:00,home_sensor_01,,,,,,,30.55,58.4,0
2024-06-08T19:40:00+00:00,iot_sensor_01,502.45,50.95,,29.89,,83.5,27.91,60.97,1
2020-06-01T08:20:44+00:00,home_sensor_01,,,,,,,25.62,66.58,0
2020-06-04T10:21:07+00:00,home_sensor_01,,,,,,,30.25,61.08,1
2024-09-11T05:40:00+00:00,iot_sensor_01,604.86,448.71,,17.36,,33.72,21.8,54.16,1
2020-06-04T21:16:43+00:00,home_sensor_01,,,,,,,31.12,46.06,0
2020-05-28T12:21:48+00:00,home_sensor_01,,,,,,,30.5,55.86,0
2020-06-01T08:53:20+00:00,home_sensor_01,,,,,,,25.87,68.66,0
2020-05-25T22:33:40+00:00,home_sensor_01,,,,,,,31.54,52.22,1
2020-05-27T09:02:26+00:00,home_sensor_01,,,,,,,27.29,63.03,0
2020-06-04T09:58:45+00:00,home_sensor_01,,,,,,,30.01,61.41,0
2020-06-01T05:27:25+00:00,home_sensor_01,,,,,,,29.45,57.49,1
2020-05-26T23:47:39+00:00,home_sensor_01,,,,,,,28.61,59.35,0
2020-06-04T08:05:07+00:00,home_sensor_01,,,,,,,29.74,62.6,0
2020-06-04T08:14:45+00:00,home_sensor_01,,,,,,,29.72,62.59,0
2020-06-04T07:39:37+00:00,home_sensor_01,,,,,,,29.63,62.94,0
2020-05-27T00:04:53+00:00,home_sensor_01,,,,,,,28.63,59.19,0
2020-06-04T22:11:26+00:00,home_sensor_01,,,,,,,31.21,53.47,0
2024-10-31T16:30:00+00:00,iot_sensor_01,790.13,338.44,,6.76,,32.02,20.75,66.47,1
2020-05-25T23:59:24+00:00,home_sensor_01,,,,,,,31.57,51.62,1
2020-05-28T12:51:58+00:00,home_sensor_01,,,,,,,30.52,57.08,0
2024-05-31T23:35:00+00:00,iot_sensor_01,655.8,128.87,,38.68,,98.7,27.57,46.66,1
2020-05-26T23:45:00+00:00,home_sensor_01,,,,,,,28.53,59.71,0
2020-05-28T10:49:17+00:00,home_sensor_01,,,,,,,30.31,58.95,1
2020-06-04T07:37:10+00:00,home_sensor_01,,,,,,,29.69,62.76,0
2020-06-01T10:32:52+00:00,home_sensor_01,,,,,,,28.3,62.14,0
2020-06-04T08:08:21+00:00,home_sensor_01,,,,,,,29.74,62.61,0
2020-05-25T20:52:04+00:00,home_sensor_01,,,,,,,32.53,46.86,1
2020-05-29T07:51:01+00:00,home_sensor_01,,,,,,,30.4,53.19,0
2020-06-01T02:32:47+00:00,home_sensor_01,,,,,,,29.76,58.49,1
2020-05-27T08:01:47+00:00,home_sensor_01,,,,,,,27.16,62.82,0
2020-05-29T07:57:24+00:00,home_sensor_01,,,,,,,29.73,52.9,0
2020-05-27T00:44:11+00:00,home_sensor_01,,,,,,,28.52,59.7,0
2020-06-04T08:52:09+00:00,home_sensor_01,,,,,,,29.88,61.75,0
2020-06-04T22:38:35+00:00,home_sensor_01,,,,,,,31.54,56.67,0
2020-05-27T00:00:38+00:00,home_sensor_01,,,,,,,28.6,59.21,0
2020-05-29T03:12:21+00:00,home_sensor_01,,,,,,,31.09,52.18,1
2020-05-27T08:19:40+00:00,home_sensor_01,,,,,,,27.18,62.62,0
2020-05-29T01:19:43+00:00,home_sensor_01,,,,,,,30.67,52.39,1
2024-05-09T04:30:00+00:00,iot_sensor_01,556.66,120.23,,9.66,,,26.86,41.3,1
2019-09-18T19:09:11+00:00,gym_sensor_01,,,,,,,26.77,58.48,1
2020-05-29T04:31:04+00:00,home_sensor_01,,,,,,,31.13,52.97,1
2024-07-26T22:55:00+00:00,iot_sensor_01,886.09,252.36,,27.41,,97.55,20.96,35.03,1
2020-06-04T20:12:03+00:00,home_sensor_01,,,,,,,31.56,53.66,0
2024-02-12T19:30:00+00:00,iot_sensor_01,719.15,442.97,,38.78,,90.26,23.12,,1
2020-06-04T20:15:06+00:00,home_sensor_01,,,,,,,31.55,53.0,0
2020-05-14T23:14:37+00:00,home_sensor_01,,,,,,,31.06,57.07,1
2020-05-28T01:20:51+00:00,home_sensor_01,,,,,,,30.64,54.75,1
2020-05-25T17:21:40+00:00,home_sensor_01,,,,,,,32.24,48.99,1
2020-05-27T04:33:36+00:00,home_sensor_01,,,,,,,29.7,56.51,1
2020-05-28T12:29:10+00:00,home_sensor_01,,,,,,,30.51,55.96,0
2024-08-10T16:00:00+00:00,iot_sensor_01,848.77,290.43,,49.2,,77.85,21.23,56.79,1
2024-10-15T06:35:00+00:00,iot_sensor_01,630.46,66.94,,24.48,,61.32,19.76,53.35,1
2020-06-01T11:06:28+00:00,home_sensor_01,,,,,,,28.47,61.29,0
2020-06-04T22:32:25+00:00,home_sensor_01,,,,,,,31.51,56.5,0
2020-06-04T08:43:48+00:00,home_sensor_01,,,,,,,29.85,61.95,0
2024-09-23T03:45:00+00:00,iot_sensor_01,424.32,492.11,,63.37,,28.99,26.7,48.73,0
2020-05-29T07:55:08+00:00,home_sensor_01,,,,,,,30.11,52.3,0
2020-05-27T05:52:05+00:00,home_sensor_01,,,,,,,29.6,56.26,1
2024-03-20T07:20:00+00:00,iot_sensor_01,949.19,451.27,,31.46,,27.71,18.35,44.96,1
2020-05-26T23:58:14+00:00,home_sensor_01,,,,,,,28.67,59.08,0
2020-05-27T08:11:25+00:00,home_sensor_01,,,,,,,27.27,62.54,0
2020-05-27T09:18:25+00:00,home_sensor_01,,,,,,,27.28,63.83,0
2020-06-01T11:03:34+00:00,home_sensor_01,,,,,,,28.41,61.56,0
2020-05-28T13:05:03+00:00,home_sensor_01,,,,,,,30.41,56.39,0
2020-05-26T00:02:00+00:00,home_sensor_01,,,,,,,31.52,51.99,1
2020-05-28T11:38:13+00:00,home_sensor_01,,,,,,,30.58,58.22,0
2020-05-28T06:16:31+00:00,home_sensor_01,,,,,,,30.9,57.09,1
2020-05-27T00:24:48+00:00,home_sensor_01,,,,,,,28.57,59.86,0
2020-06-01T10:27:08+00:00,home_sensor_01,,,,,,,28.44,61.34,0
2020-06-04T06:47:25+00:00,home_sensor_01,,,,,,,29.72,61.85,1
2020-05-27T08:27:37+00:00,home_sensor_01,,,,,,,27.23,63.02,0
2020-05-27T07:30:00+00:00,home_sensor_01,,,,,,,27.38,61.87,0
2024-06-22T03:35:00+00:00,iot_sensor_01,999.11,277.13,,41.85,,46.38,21.1,39.63,1
2020-06-01T08:17:23+00:00,home_sensor_01,,,,,,,25.7,66.61,0
2020-05-29T08:27:40+00:00,home_sensor_01,,,,,,,29.18,52.96,0
2020-05-14T23:39:40+00:00,home_sensor_01,,,,,,,31.04,58.39,1
2020-06-04T14:54:23+00:00,home_sensor_01,,,,,,,30.85,53.75,0
2020-06-04T08:31:04+00:00,home_sensor_01,,,,,,,29.82,62.08,0
2020-06-01T09:24:04+00:00,home_sensor_01,,,,,,,26.29,67.44,0
2020-06-04T02:10:50+00:00,home_sensor_01,,,,,,,31.04,54.83,1
2025-02-01T11:15:00+00:00,iot_sensor_01,853.99,451.88,,9.9,,81.24,,60.35,1
2020-05-26T23:42:19+00:00,home_sensor_01,,,,,,,28.35,60.48,0
2020-05-26T23:58:04+00:00,home_sensor_01,,,,,,,28.66,59.09,0
2024-02-05T12:00:00+00:00,iot_sensor_01,980.2,462.88,,61.32,,91.81,18.42,31.06,1
2020-05-14T21:25:01+00:00,home_sensor_01,,,,,,,30.91,55.25,1
2020-06-04T10:01:05+00:00,home_sensor_01,,,,,,,30.09,61.2,0
2020-06-04T07:51:37+00:00,home_sensor_01,,,,,,,29.67,62.96,0
2020-05-27T08:35:19+00:00,home_sensor_01,,,,,,,27.25,63.2,0
2019-09-18T19:13:17+00:00,gym_sensor_01,,,,,,,26.8,58.81,1
2020-06-04T18:23:01+00:00,home_sensor_01,,,,,,,31.43,53.96,1
2019-10-02T20:47:57+00:00,gym_sensor_01,,,,,,,27.28,59.0,1
2020-06-01T05:59:27+00:00,home_sensor_01,,,,,,,29.35,57.81,1
2020-06-04T20:08:33+00:00,home_sensor_01,,,,,,,31.59,53.45,1
2020-06-01T10:12:45+00:00,home_sensor_01,,,,,,,28.22,61.86,0
2020-06-04T02:15:09+00:00,home_sensor_01,,,,,,,30.96,53.61,1
2020-06-01T10:18:02+00:00,home_sensor_01,,,,,,,28.31,61.63,0
2024-09-07T05:20:00+00:00,iot_sensor_01,777.63,339.78,,67.67,,15.18,24.47,56.04,1
2020-06-04T02:39:17+00:00,home_sensor_01,,,,,,,30.71,52.13,1
2020-05-29T02:39:01+00:00,home_sensor_01,,,,,,,30.95,51.95,1
2020-05-29T04:10:29+00:00,home_sensor_01,,,,,,,31.1,52.87,1
2020-06-04T07:32:49+00:00,home_sensor_01,,,,,,,29.78,62.42,0
2020-05-28T03:27:07+00:00,home_sensor_01,,,,,,,31.01,55.26,1
2020-06-01T07:56:17+00:00,home_sensor_01,,,,,,,26.69,62.83,0
2020-05-25T16:05:40+00:00,home_sensor_01,,,,,,,32.44,51.79,1
2020-06-01T07:49:29+00:00,home_sensor_01,,,,,,,26.74,62.49,0
2020-06-01T10:28:07+00:00,home_sensor_01,,,,,,,28.45,61.36,0
2020-06-04T12:52:57+00:00,home_sensor_01,,,,,,,30.75,60.32,1
2020-06-04T08:48:53+00:00,home_sensor_01,,,,,,,29.87,61.86,0
2020-05-27T03:32:03+00:00,home_sensor_01,,,,,,,29.71,56.72,1
2020-05-29T07:33:59+00:00,home_sensor_01,,,,,,,30.49,53.71,0
2020-06-01T09:58:24+00:00,home_sensor_01,,,,,,,27.95,62.86,0
2020-05-27T03:14:46+00:00,home_sensor_01,,,,,,,29.7,56.78,1
2024-09-29T16:05:00+00:00,iot_sensor_01,774.21,414.77,,55.59,,98.07,26.53,62.9,1
2020-05-26T01:45:54+00:00,home_sensor_01,,,,,,,31.76,47.96,1
2020-05-27T09:30:37+00:00,home_sensor_01,,,,,,,27.18,63.36,0
2020-06-04T21:11:59+00:00,home_sensor_01,,,,,,,31.17,45.55,0
2024-05-03T21:00:00+00:00,iot_sensor_01,879.8,390.76,,32.52,,95.59,22.18,41.74,1
2020-05-29T02:30:18+00:00,home_sensor_01,,,,,,,30.81,51.74,1
2020-05-29T06:49:43+00:00,home_sensor_01,,,,,,,30.89,53.55,1
2020-05-27T08:00:22+00:00,home_sensor_01,,,,,,,27.22,62.73,0
2020-05-28T05:49:07+00:00,home_sensor_01,,,,,,,30.94,56.94,1
2019-09-24T15:59:21+00:00,gym_sensor_01,,,,,,,28.61,54.25,1
2020-05-27T00:06:22+00:00,home_sensor_01,,,,,,,28.65,59.21,0
2020-05-26T01:51:09+00:00,home_sensor_01,,,,,,,31.91,45.23,1
2020-06-01T10:47:48+00:00,home_sensor_01,,,,,,,27.39,64.85,0
2020-05-29T02:17:33+00:00,home_sensor_01,,,,,,,30.95,51.47,1
2020-05-29T08:11:27+00:00,home_sensor_01,,,,,,,29.27,52.96,0
2020-06-01T09:36:17+00:00,home_sensor_01,,,,,,,26.64,67.02,0
2020-05-28T12:41:34+00:00,home_sensor_01,,,,,,,30.44,55.79,0
2020-05-27T06:16:44+00:00,home_sensor_01,,,,,,,29.54,56.2,1
2020-05-27T08:19:10+00:00,home_sensor_01,,,,,,,27.19,62.58,0
2020-06-01T08:49:02+00:00,home_sensor_01,,,,,,,25.64,69.09,0
2020-05-29T05:17:48+00:00,home_sensor_01,,,,,,,30.99,53.39,1
2024-12-20T03:15:00+00:00,iot_sensor_01,771.17,264.15,,15.97,,25.45,18.84,45.84,1
2024-12-14T10:10:00+00:00,iot_sensor_01,465.64,415.45,,62.64,,16.87,27.71,44.15,1
2020-06-01T12:09:25+00:00,home_sensor_01,,,,,,,29.7,57.9,1
2024-05-26T14:00:00+00:00,iot_sensor_01,917.18,236.23,,39.59,,69.13,21.2,56.82,0
2019-09-25T12:08:47+00:00,gym_sensor_01,,,,,,,27.66,55.25,1
2020-05-14T21:45:54+00:00,home_sensor_01,,,,,,,30.94,55.92,1
2024-10-15T21:55:00+00:00,iot_sensor_01,418.82,304.01,,23.89,,63.97,27.03,56.26,0
2020-05-27T08:14:34+00:00,home_sensor_01,,,,,,,27.3,62.44,0
2020-05-29T08:27:44+00:00,home_sensor_01,,,,,,,29.17,53.14,0
2020-05-26T06:32:34+00:00,home_sensor_01,,,,,,,28.63,56.02,1
2020-06-01T09:57:25+00:00,home_sensor_01,,,,,,,27.93,62.89,0
2020-06-01T08:57:56+00:00,home_sensor_01,,,,,,,26.07,68.26,0
2020-05-27T00:43:35+00:00,home_sensor_01,,,,,,,28.55,59.62,0
2020-05-26T23:43:08+00:00,home_sensor_01,,,,,,,28.42,60.23,0
2025-01-21T13:15:00+00:00,iot_sensor_01,677.79,486.32,,73.33,,40.52,22.16,33.81,1
2020-05-29T07:59:07+00:00,home_sensor_01,,,,,,,29.45,53.34,1
2020-06-01T08:38:59+00:00,home_sensor_01,,,,,,,25.62,67.79,0
2020-05-25T23:32:12+00:00,home_sensor_01,,,,,,,32.59,51.3,1
2020-05-27T09:11:56+00:00,home_sensor_01,,,,,,,27.19,63.67,0
2020-05-27T04:58:28+00:00,home_sensor_01,,,,,,,29.66,56.34,1
2024-09-23T19:00:00+00:00,iot_sensor_01,908.92,474.1,,61.55,,95.78,22.95,46.36,1
2020-05-28T01:17:00+00:00,home_sensor_01,,,,,,,30.52,55.03,1
2020-05-26T00:18:26+00:00,home_sensor_01,,,,,,,31.33,55.42,1
2020-06-01T10:07:06+00:00,home_sensor_01,,,,,,,28.15,62.23,0
2020-05-29T07:37:31+00:00,home_sensor_01,,,,,,,30.46,53.62,0
2020-05-29T07:51:08+00:00,home_sensor_01,,,,,,,30.41,53.18,0
2024-09-22T23:40:00+00:00,iot_sensor_01,985.89,252.5,,45.45,,29.94,21.8,62.35,1
2020-06-04T09:42:47+00:00,home_sensor_01,,,,,,,30.05,61.97,1
2020-06-01T09:01:30+00:00,home_sensor_01,,,,,,,26.0,68.95,0
2020-06-01T09:47:51+00:00,home_sensor_01,,,,,,,27.64,63.83,0
2020-05-29T00:02:41+00:00,home_sensor_01,,,,,,,32.13,43.72,1
2020-06-01T11:00:37+00:00,home_sensor_01,,,,,,,28.31,61.97,0
2020-06-04T20:13:29+00:00,home_sensor_01,,,,,,,31.54,53.24,0
2020-06-04T22:43:47+00:00,home_sensor_01,,,,,,,31.59,56.78,1
2020-06-04T09:23:40+00:00,home_sensor_01,,,,,,,29.98,61.47,0
2020-05-28T11:32:42+00:00,home_sensor_01,,,,,,,30.53,58.44,0
2020-06-01T07:47:41+00:00,home_sensor_01,,,,,,,26.73,62.53,0
2024-04-15T07:10:00+00:00,iot_sensor_01,586.78,74.97,,43.79,,68.97,20.97,54.99,1
2024-10-29T07:45:00+00:00,iot_sensor_01,507.89,340.65,,27.21,,56.67,19.51,68.54,0
2020-06-01T08:21:09+00:00,home_sensor_01,,,,,,,25.59,66.52,0
2020-05-26T11:00:29+00:00,home_sensor_01,,,,,,,26.98,71.48,1
2020-05-28T12:45:11+00:00,home_sensor_01,,,,,,,30.48,55.9,0
2020-05-29T08:27:02+00:00,home_sensor_01,,,,,,,29.15,52.98,0
2020-06-01T11:05:07+00:00,home_sensor_01,,,,,,,28.44,61.42,0
2020-06-01T10:26:05+00:00,home_sensor_01,,,,,,,28.42,61.44,0
2020-06-01T08:51:08+00:00,home_sensor_01,,,,,,,25.66,69.23,0
2024-03-29T17:55:00+00:00,iot_sensor_01,855.43,227.65,,14.53,,92.51,18.04,36.13,0
2020-06-04T07:31:05+00:00,home_sensor_01,,,,,,,29.8,62.38,0
2020-06-01T02:43:46+00:00,home_sensor_01,,,,,,,29.71,58.6,1
2020-05-24T12:48:33+00:00,home_sensor_01,,,,,,,31.68,54.2,1
2020-05-28T05:22:40+00:00,home_sensor_01,,,,,,,30.92,56.87,1
2020-05-26T05:27:22+00:00,home_sensor_01,,,,,,,29.46,53.65,1
2020-05-27T00:39:44+00:00,home_sensor_01,,,,,,,28.53,59.65,0
2020-06-04T21:13:41+00:00,home_sensor_01,,,,,,,31.17,46.25,0
2020-06-01T12:48:46+00:00,home_sensor_01,,,,,,,29.49,57.24,1
2024-09-22T00:00:00+00:00,iot_sensor_01,508.62,116.71,,54.61,,38.75,25.3,47.7,1
2020-05-26T23:49:20+00:00,home_sensor_01,,,,,,,28.67,59.21,0
2020-06-04T08:21:11+00:00,home_sensor_01,,,,,,,29.76,62.46,0
2024-10-09T01:10:00+00:00,iot_sensor_01,959.29,272.35,,21.12,,27.25,19.6,52.68,1
2020-05-26T23:48:14+00:00,home_sensor_01,,,,,,,28.61,59.22,0
2024-01-04T16:35:00+00:00,iot_sensor_01,655.3,209.66,,17.45,,84.3,24.8,60.8,1
2020-05-27T01:00:28+00:00,home_sensor_01,,,,,,,28.43,59.74,0
2020-06-01T12:18:12+00:00,home_sensor_01,,,,,,,29.23,59.08,1
2020-06-01T10:15:23+00:00,home_sensor_01,,,,,,,28.29,61.64,0
2020-06-01T09:42:20+00:00,home_sensor_01,,,,,,,27.32,64.72,0
2020-06-01T09:21:07+00:00,home_sensor_01,,,,,,,26.64,66.49,0
2020-06-04T09:13:43+00:00,home_sensor_01,,,,,,,29.93,61.56,0
2024-11-09T15:45:00+00:00,iot_sensor_01,758.47,89.33,,71.18,,11.01,23.63,34.66,0
2020-05-29T07:11:57+00:00,home_sensor_01,,,,,,,30.62,54.01,0
2020-05-27T07:03:34+00:00,home_sensor_01,,,,,,,29.53,56.4,1
2020-05-24T11:57:16+00:00,home_sensor_01,,,,,,,31.64,53.91,1
2020-05-29T04:58:26+00:00,home_sensor_01,,,,,,,31.09,53.09,1
2020-05-29T04:58:33+00:00,home_sensor_01,,,,,,,31.07,53.1,1
2024-05-27T06:45:00+00:00,iot_sensor_01,833.22,,,51.03,,98.37,27.86,31.27,1
2020-05-27T00:18:05+00:00,home_sensor_01,,,,,,,28.54,59.83,0
2020-05-27T08:36:07+00:00,home_sensor_01,,,,,,,27.26,63.11,0
2020-05-28T05:56:34+00:00,home_sensor_01,,,,,,,30.91,56.97,1
2024-05-13T19:40:00+00:00,iot_sensor_01,855.53,203.45,,23.24,,21.43,25.76,55.89,1
2024-12-11T05:20:00+00:00,iot_sensor_01,986.57,140.11,,46.5,,79.98,18.0,66.48,1
2020-06-01T09:36:51+00:00,home_sensor_01,,,,,,,26.7,66.96,0
2020-06-04T02:56:00+00:00,home_sensor_01,,,,,,,30.65,52.99,1
2020-06-04T10:09:58+00:00,home_sensor_01,,,,,,,30.1,61.2,0
2024-11-17T18:45:00+00:00,iot_sensor_01,923.72,289.31,,47.45,,95.86,27.59,31.33,0
2020-06-01T09:01:55+00:00,home_sensor_01,,,,,,,26.0,68.94,0
2020-05-28T10:17:48+00:00,home_sensor_01,,,,,,,30.25,60.39,1
2020-05-27T07:34:04+00:00,home_sensor_01,,,,,,,27.34,62.13,0
2024-12-26T00:55:00+00:00,iot_sensor_01,936.57,134.75,,17.7,,72.85,23.33,57.07,1
2020-06-04T20:13:59+00:00,home_sensor_01,,,,,,,31.55,53.27,0
2024-01-03T22:30:00+00:00,iot_sensor_01,777.3,234.81,,7.93,,66.17,,35.45,1
2020-06-01T10:28:56+00:00,home_sensor_01,,,,,,,28.47,61.31,0
2020-06-04T22:41:45+00:00,home_sensor_01,,,,,,,31.59,56.92,1
2020-06-01T09:25:08+00:00,home_sensor_01,,,,,,,26.24,67.79,0
2019-09-24T11:48:27+00:00,gym_sensor_01,,,,,,,27.3,58.48,1
2020-05-28T12:54:50+00:00,home_sensor_01,,,,,,,30.49,57.19,0
2020-05-27T00:55:16+00:00,home_sensor_01,,,,,,,28.48,59.87,0
2020-05-27T09:31:18+00:00,home_sensor_01,,,,,,,27.15,63.39,0
2020-05-24T13:02:54+00:00,home_sensor_01,,,,,,,31.98,52.69,1
2020-06-01T10:32:06+00:00,home_sensor_01,,,,,,,28.5,61.4,0
2020-06-01T07:47:43+00:00,home_sensor_01,,,,,,,26.72,62.54,0
2020-05-29T07:57:05+00:00,home_sensor_01,,,,,,,29.75,53.06,0
2020-05-27T07:59:10+00:00,home_sensor_01,,,,,,,27.19,62.85,0
2020-05-29T07:40:59+00:00,home_sensor_01,,,,,,,30.43,53.33,0
2020-06-04T10:06:13+00:00,home_sensor_01,,,,,,,30.14,61.11,0
2020-05-28T09:28:30+00:00,home_sensor_01,,,,,,,29.85,62.32,1
2020-06-01T11:00:25+00:00,home_sensor_01,,,,,,,28.31,61.99,0
