timestamp,device_id,co2,voc,pm1,pm25,pm4,pm10,temp_c,rh,smoke_present
2022-06-13T13:08:54+00:00,smoke_sensor_01,400,50,1.92,2.0,,,-8.02,40.99,0
2022-06-08T18:40:38+00:00,smoke_sensor_01,402,95,1.65,1.72,,,26.06,47.14,0
2022-06-08T18:17:05+00:00,smoke_sensor_01,423,29,1.98,2.06,,,29.8,38.92,0
2022-06-09T02:40:55+00:00,smoke_sensor_01,400,388,0.29,0.31,,,-5.239,52.92,1
2022-06-13T13:26:40+00:00,smoke_sensor_01,430,152,2.2,2.28,,,4.601,43.4,0
2022-06-09T00:35:42+00:00,smoke_sensor_01,400,6,0.52,0.54,,,25.379,49.24,0
2022-06-09T04:13:05+00:00,smoke_sensor_01,465,1166,1.89,1.96,,,14.54,47.83,1
2022-06-09T08:43:09+00:00,smoke_sensor_01,400,115,1.1,1.14,,,20.98,46.09,0
2022-06-13T12:48:18+00:00,smoke_sensor_01,431,32,1.97,2.05,,,26.869,44.98,0
2022-06-09T00:43:36+00:00,smoke_sensor_01,400,14,0.84,0.87,,,21.796,47.45,0
2022-06-08T19:21:59+00:00,smoke_sensor_01,400,489,1.34,1.4,,,27.26,59.91,0
2022-06-09T00:34:57+00:00,smoke_sensor_01,400,42,0.73,0.76,,,25.629,51.29,0
2022-06-09T00:57:30+00:00,smoke_sensor_01,400,168,1.08,1.12,,,12.597,48.42,0
2022-06-09T13:05:46+00:00,smoke_sensor_01,400,1182,1.81,1.88,,,26.19,52.25,1
2022-06-09T13:31:40+00:00,smoke_sensor_01,400,1163,1.7,1.76,,,24.47,53.31,1
2022-06-08T18:39:50+00:00,smoke_sensor_01,400,60,1.78,1.85,,,27.32,47.61,0
2022-06-09T11:45:06+00:00,smoke_sensor_01,501,1164,1.6,1.66,,,27.09,47.12,1
2022-06-13T13:31:56+00:00,smoke_sensor_01,423,168,1.69,1.76,,,18.43,42.21,0
2022-06-09T03:53:53+00:00,smoke_sensor_01,487,1044,1.86,1.93,,,19.832,52.59,1
2022-06-13T13:03:00+00:00,smoke_sensor_01,400,92,2.02,2.09,,,-6.487,40.57,0
2022-06-09T08:13:39+00:00,smoke_sensor_01,400,14,0.32,0.33,,,13.65,56.69,0
2022-06-13T13:18:57+00:00,smoke_sensor_01,403,128,1.83,1.9,,,-5.129,41.32,0
2022-06-09T09:53:04+00:00,smoke_sensor_01,400,227,0.45,0.47,,,21.12,49.88,1
2022-06-09T08:41:20+00:00,smoke_sensor_01,400,94,1.02,1.06,,,20.92,45.96,0
2022-06-09T09:06:00+00:00,smoke_sensor_01,400,88,2.15,2.23,,,22.24,48.2,1
2022-06-08T18:50:25+00:00,smoke_sensor_01,428,159,1.84,1.91,,,26.48,45.29,0
2022-06-09T00:48:11+00:00,smoke_sensor_01,400,6,1.26,1.31,,,19.069,54.15,0
2022-06-08T19:36:48+00:00,smoke_sensor_01,400,4033,0.65,0.68,,,41.77,35.1,0
2022-06-09T00:58:01+00:00,smoke_sensor_01,400,143,0.84,0.87,,,12.216,48.33,0
2022-06-09T08:11:58+00:00,smoke_sensor_01,400,0,0.12,0.13,,,15.2,55.05,0
2022-06-13T13:32:47+00:00,smoke_sensor_01,427,169,1.81,1.88,,,19.714,42.72,0
2022-06-09T10:31:52+00:00,smoke_sensor_01,561,639,2.4,2.49,,,19.65,65.11,1
2022-06-08T19:21:43+00:00,smoke_sensor_01,400,91,1.67,1.73,,,24.34,47.07,0
2022-06-09T02:04:06+00:00,smoke_sensor_01,400,222,0.38,0.4,,,-5.596,50.31,1
2022-06-09T03:10:56+00:00,smoke_sensor_01,660,1007,2.58,2.68,,,5.476,53.87,1
2022-06-09T11:34:55+00:00,smoke_sensor_01,533,1097,1.94,2.02,,,26.77,48.04,1
2022-06-09T04:37:57+00:00,smoke_sensor_01,400,1126,1.78,1.85,,,12.227,50.03,1
2022-06-09T04:24:56+00:00,smoke_sensor_01,417,1084,1.75,1.81,,,12.321,50.35,1
2022-06-13T13:53:45+00:00,smoke_sensor_01,400,4418,0.61,0.64,,,17.923,48.04,0
2022-06-09T02:15:57+00:00,smoke_sensor_01,400,285,0.26,0.27,,,-4.11,53.28,1
2022-06-13T14:16:12+00:00,smoke_sensor_01,400,3317,0.74,0.77,,,-10.0,12.88,0
2022-06-09T01:10:10+00:00,smoke_sensor_01,400,286,1.43,1.48,,,3.209,50.59,1
2022-06-09T01:44:54+00:00,smoke_sensor_01,400,32,2.06,2.14,,,-9.075,53.59,1
2022-06-09T13:37:52+00:00,smoke_sensor_01,400,1042,1.89,1.97,,,26.57,48.42,1
2022-06-09T04:41:00+00:00,smoke_sensor_01,400,1140,2.07,2.15,,,12.501,48.89,1
2022-06-13T13:11:40+00:00,smoke_sensor_01,400,97,1.67,1.74,,,-5.553,42.4,0
2022-06-09T04:16:57+00:00,smoke_sensor_01,443,1115,2.03,2.11,,,13.587,49.81,1
2022-06-09T03:10:47+00:00,smoke_sensor_01,659,990,2.48,2.58,,,5.377,52.76,1
2022-06-13T14:15:09+00:00,smoke_sensor_01,400,11773,1.33,1.38,,,-10.0,12.19,0
2022-06-13T13:46:09+00:00,smoke_sensor_01,400,0,1.63,1.69,,,12.038,43.0,0
2022-06-09T00:56:01+00:00,smoke_sensor_01,400,96,0.95,0.99,,,13.684,49.77,0
2022-06-09T00:51:33+00:00,smoke_sensor_01,400,64,0.81,0.84,,,16.844,46.55,0
2022-06-09T08:10:08+00:00,smoke_sensor_01,400,0,0.36,0.37,,,15.03,53.4,0
2022-06-09T12:23:17+00:00,smoke_sensor_01,436,1226,1.58,1.64,,,25.24,49.49,1
2022-06-09T04:12:16+00:00,smoke_sensor_01,463,1126,2.01,2.09,,,14.762,47.13,1
2022-06-09T08:34:52+00:00,smoke_sensor_01,400,24,1.05,1.09,,,17.62,53.44,0
2022-06-09T08:10:26+00:00,smoke_sensor_01,400,11,0.14,0.14,,,15.55,50.25,0
2022-06-08T19:22:40+00:00,smoke_sensor_01,400,1417,0.92,0.96,,,26.06,73.52,0
2022-06-13T13:20:00+00:00,smoke_sensor_01,400,127,1.93,2.0,,,-5.241,41.29,0
2022-06-13T13:01:58+00:00,smoke_sensor_01,400,66,2.03,2.11,,,-4.365,40.51,0
2022-06-09T12:30:09+00:00,smoke_sensor_01,400,1105,1.7,1.77,,,27.09,47.35,1
2022-06-09T08:02:46+00:00,smoke_sensor_01,400,11,0.2,0.25,,,14.14,49.73,0
2022-06-09T07:03:36+00:00,smoke_sensor_01,417,1341,1.98,2.06,,,14.129,53.52,1
2022-06-08T18:37:12+00:00,smoke_sensor_01,400,78,2.47,2.57,,,29.01,40.93,0
2022-06-09T00:52:20+00:00,smoke_sensor_01,400,70,1.03,1.07,,,16.305,47.46,0
2022-06-09T14:01:01+00:00,smoke_sensor_01,404,1385,1.91,1.98,,,26.84,48.11,1
2022-06-09T08:00:50+00:00,smoke_sensor_01,400,8,0.06,0.08,,,13.94,49.67,0
2022-06-13T12:49:21+00:00,smoke_sensor_01,409,54,1.98,2.05,,,27.098,45.49,0
2022-06-09T14:13:34+00:00,smoke_sensor_01,401,1362,2.29,2.38,,,24.47,53.75,1
2022-06-09T08:17:20+00:00,smoke_sensor_01,400,0,0.41,0.43,,,16.17,55.76,0
2022-06-13T13:22:30+00:00,smoke_sensor_01,404,129,1.87,1.94,,,-4.083,48.33,0
2022-06-09T03:05:06+00:00,smoke_sensor_01,684,960,2.31,2.4,,,1.788,55.31,1
2022-06-08T19:17:54+00:00,smoke_sensor_01,400,0,1.88,1.95,,,26.94,41.26,0
2022-06-09T08:38:00+00:00,smoke_sensor_01,400,39,0.94,0.98,,,19.81,51.68,0
2022-06-09T08:32:03+00:00,smoke_sensor_01,400,0,0.94,0.98,,,18.4,54.52,0
2022-06-09T05:58:46+00:00,smoke_sensor_01,410,1358,2.09,2.17,,,3.099,53.69,1
2022-06-09T12:00:49+00:00,smoke_sensor_01,447,1140,1.51,1.57,,,26.5,49.84,1
2022-06-09T08:42:05+00:00,smoke_sensor_01,400,119,1.05,1.09,,,20.75,46.66,0
2022-06-09T08:23:35+00:00,smoke_sensor_01,400,11,1.03,1.07,,,18.55,49.04,0
2022-06-09T13:28:29+00:00,smoke_sensor_01,415,1201,1.53,1.59,,,24.62,53.25,1
2022-06-09T04:53:55+00:00,smoke_sensor_01,400,1084,2.22,2.3,,,14.615,51.28,1
2022-06-08T18:52:08+00:00,smoke_sensor_01,400,122,1.79,1.86,,,28.67,41.77,0
2022-06-13T13:33:52+00:00,smoke_sensor_01,413,166,1.97,2.05,,,20.643,42.37,0
2022-06-08T18:39:32+00:00,smoke_sensor_01,400,100,1.75,1.82,,,26.27,46.43,0
2022-06-09T12:08:11+00:00,smoke_sensor_01,429,1096,1.71,1.78,,,27.14,47.07,1
2022-06-09T14:27:02+00:00,smoke_sensor_01,400,1327,2.38,2.48,,,26.85,48.18,1
2022-06-09T13:28:36+00:00,smoke_sensor_01,400,1172,1.5,1.56,,,24.48,53.76,1
2022-06-09T05:49:58+00:00,smoke_sensor_01,400,1145,1.77,1.84,,,11.174,49.29,1
2022-06-09T05:11:07+00:00,smoke_sensor_01,402,1193,2.25,2.34,,,18.813,48.02,1
2022-06-13T13:51:18+00:00,smoke_sensor_01,400,1281,0.85,0.88,,,15.256,73.08,0
2022-06-09T10:57:40+00:00,smoke_sensor_01,665,1027,2.54,2.64,,,24.18,52.97,1
2022-06-09T08:30:37+00:00,smoke_sensor_01,400,25,0.86,0.89,,,17.93,48.2,0
2022-06-09T13:21:52+00:00,smoke_sensor_01,400,1159,1.58,1.64,,,26.63,49.22,1
2022-06-09T06:35:42+00:00,smoke_sensor_01,409,1371,1.81,1.89,,,-10.0,53.82,1
2022-06-09T09:36:11+00:00,smoke_sensor_01,400,138,1.43,1.49,,,21.98,48.95,1
2022-06-09T10:13:56+00:00,smoke_sensor_01,400,336,0.29,0.3,,,18.91,53.13,1
2022-06-13T13:13:40+00:00,smoke_sensor_01,400,108,1.86,1.94,,,-4.276,42.47,0
2022-06-09T01:33:29+00:00,smoke_sensor_01,400,47,2.33,2.42,,,-8.613,51.8,1
2022-06-08T18:52:03+00:00,smoke_sensor_01,400,116,1.82,1.89,,,28.56,42.19,0
2022-06-09T01:35:13+00:00,smoke_sensor_01,400,23,2.53,2.63,,,-8.908,48.65,1
2022-06-09T00:14:42+00:00,smoke_sensor_01,400,5,0.07,0.1,,,24.159,51.65,0
2022-06-09T00:11:52+00:00,smoke_sensor_01,413,4,0.0,0.0,,,22.392,51.95,0
2022-06-09T04:39:17+00:00,smoke_sensor_01,404,1117,2.02,2.1,,,12.334,47.3,1
2022-06-08T19:31:25+00:00,smoke_sensor_01,701,28600,0.97,1.01,,,50.0,23.11,0
2022-06-09T02:12:32+00:00,smoke_sensor_01,400,267,0.57,0.6,,,-4.32,56.34,1
2022-06-08T19:40:36+00:00,smoke_sensor_01,5000,60000,1000.0,1000.0,,,50.0,24.55,0
2022-06-08T18:46:27+00:00,smoke_sensor_01,422,152,1.83,1.9,,,26.39,45.85,0
2022-06-09T05:27:01+00:00,smoke_sensor_01,400,1145,1.72,1.79,,,20.771,48.81,1
2022-06-09T11:19:59+00:00,smoke_sensor_01,577,1005,2.04,2.12,,,26.8,47.69,1
2022-06-09T11:39:19+00:00,smoke_sensor_01,544,1231,1.67,1.73,,,25.1,50.33,1
2022-06-13T13:20:43+00:00,smoke_sensor_01,400,110,1.81,1.89,,,-5.153,42.3,0
2022-06-08T19:49:18+00:00,smoke_sensor_01,400,1664,0.91,0.94,,,50.0,14.1,0
2022-06-09T08:56:10+00:00,smoke_sensor_01,400,330,1.41,1.46,,,22.62,51.27,1
2022-06-09T05:21:15+00:00,smoke_sensor_01,400,1180,1.59,1.65,,,20.574,47.5,1
2022-06-09T06:44:47+00:00,smoke_sensor_01,400,1387,1.86,1.93,,,-10.0,54.14,1
2022-06-08T19:02:41+00:00,smoke_sensor_01,435,159,1.64,1.71,,,25.84,48.7,0
2022-06-09T09:55:16+00:00,smoke_sensor_01,400,253,0.59,0.61,,,19.02,53.23,1
2022-06-09T03:57:09+00:00,smoke_sensor_01,503,1126,2.13,2.21,,,19.092,47.43,1
2022-06-09T08:02:39+00:00,smoke_sensor_01,400,3,0.27,0.33,,,13.98,50.37,0
2022-06-09T01:27:55+00:00,smoke_sensor_01,400,51,2.35,2.44,,,-7.005,53.06,1
2022-06-13T12:59:25+00:00,smoke_sensor_01,422,128,1.92,1.99,,,2.609,46.97,0
2022-06-09T01:43:56+00:00,smoke_sensor_01,400,26,2.31,2.4,,,-9.152,52.31,1
2022-06-13T13:40:04+00:00,smoke_sensor_01,433,211,1.79,1.86,,,16.017,45.1,0
2022-06-09T00:41:55+00:00,smoke_sensor_01,400,74,0.75,0.78,,,22.69,51.82,0
2022-06-13T12:47:01+00:00,smoke_sensor_01,452,40,2.03,2.11,,,25.292,38.61,0
2022-06-09T01:58:25+00:00,smoke_sensor_01,400,216,0.63,0.65,,,-6.773,52.21,1
2022-06-09T00:51:42+00:00,smoke_sensor_01,400,89,0.85,0.89,,,16.741,50.56,0
2022-06-09T00:14:30+00:00,smoke_sensor_01,400,4,0.08,0.12,,,24.049,56.96,0
2022-06-09T13:52:51+00:00,smoke_sensor_01,400,1325,1.74,1.81,,,26.53,49.5,1
2022-06-09T14:25:55+00:00,smoke_sensor_01,413,1329,1.7,1.77,,,26.64,48.91,1
2022-06-09T01:15:51+00:00,smoke_sensor_01,400,135,1.91,1.99,,,-0.675,53.59,1
2022-06-09T01:28:19+00:00,smoke_sensor_01,400,17,2.45,2.54,,,-7.154,47.92,1
2022-06-13T14:00:14+00:00,smoke_sensor_01,652,25788,0.95,0.99,,,19.389,21.62,0
2022-06-09T06:31:15+00:00,smoke_sensor_01,400,1295,1.59,1.66,,,-10.0,47.89,1
2022-06-09T05:20:41+00:00,smoke_sensor_01,410,1226,1.88,1.95,,,20.516,53.32,1
2022-06-13T13:40:14+00:00,smoke_sensor_01,430,211,1.57,1.63,,,15.801,48.13,0
2022-06-09T08:19:54+00:00,smoke_sensor_01,400,23,0.63,0.65,,,15.62,52.89,0
2022-06-08T18:40:27+00:00,smoke_sensor_01,400,83,1.71,1.77,,,26.54,45.51,0
2022-06-10T23:24:04+00:00,smoke_sensor_01,5000,743,33.42,34.72,,,40.33,15.21,1
2022-06-13T13:46:30+00:00,smoke_sensor_01,400,0,1.9,1.97,,,12.101,44.62,0
2022-06-09T00:46:41+00:00,smoke_sensor_01,400,12,1.18,1.23,,,20.004,47.2,0
2022-06-08T19:18:17+00:00,smoke_sensor_01,400,0,2.01,2.09,,,27.45,38.56,0
2022-06-08T18:49:08+00:00,smoke_sensor_01,400,129,1.77,1.84,,,28.67,41.7,0
2022-06-09T11:05:47+00:00,smoke_sensor_01,637,1101,2.31,2.41,,,24.1,53.84,1
2022-06-09T04:46:04+00:00,smoke_sensor_01,404,1153,1.79,1.86,,,13.162,48.25,1
2022-06-08T19:04:23+00:00,smoke_sensor_01,442,195,1.67,1.74,,,26.71,44.91,0
2022-06-09T11:32:51+00:00,smoke_sensor_01,536,1086,1.9,1.98,,,26.61,48.83,1
2022-06-08T19:39:15+00:00,smoke_sensor_01,5000,60000,1000.0,1000.0,,,50.0,24.54,0
2022-06-10T23:26:25+00:00,smoke_sensor_01,1826,0,0.97,1.01,,,38.44,15.19,1
2022-06-09T04:46:26+00:00,smoke_sensor_01,426,1247,2.26,2.35,,,13.219,50.24,1
2022-06-10T23:22:56+00:00,smoke_sensor_01,5000,1170,23.55,24.47,,,38.17,18.09,1
2022-06-10T23:24:28+00:00,smoke_sensor_01,5000,1685,17.87,18.57,,,38.17,16.18,1
2022-06-08T19:14:43+00:00,smoke_sensor_01,400,0,1.93,2.0,,,25.5,45.51,0
2022-06-09T00:41:35+00:00,smoke_sensor_01,400,43,0.96,1.0,,,22.86,47.65,0
2022-06-13T13:43:17+00:00,smoke_sensor_01,400,0,2.22,2.31,,,12.68,46.36,0
2022-06-09T05:32:32+00:00,smoke_sensor_01,401,1201,1.85,1.92,,,20.161,52.48,1
2022-06-09T01:31:37+00:00,smoke_sensor_01,400,39,2.24,2.32,,,-8.187,53.72,1
2022-06-09T00:22:47+00:00,smoke_sensor_01,400,26,0.16,0.17,,,26.891,52.67,0
2022-06-08T19:19:01+00:00,smoke_sensor_01,400,0,2.11,2.19,,,27.19,39.08,0
2022-06-09T14:09:29+00:00,smoke_sensor_01,400,1320,1.78,1.85,,,24.55,53.35,1
2022-06-13T13:41:52+00:00,smoke_sensor_01,400,82,1.92,1.99,,,13.864,41.57,0
2022-06-08T19:19:17+00:00,smoke_sensor_01,400,0,1.85,1.93,,,27.49,38.26,0
2022-06-09T12:05:33+00:00,smoke_sensor_01,447,1080,1.72,1.79,,,24.58,53.09,1
2022-06-09T00:53:28+00:00,smoke_sensor_01,400,85,1.02,1.06,,,15.512,46.33,0
2022-06-13T13:02:49+00:00,smoke_sensor_01,400,69,1.9,1.97,,,-6.149,41.06,0
2022-06-13T13:37:57+00:00,smoke_sensor_01,431,198,1.83,1.9,,,18.693,42.33,0
2022-06-09T07:01:49+00:00,smoke_sensor_01,413,1321,1.68,1.75,,,9.404,54.34,1
2022-06-13T13:44:14+00:00,smoke_sensor_01,400,0,1.85,1.92,,,12.223,43.35,0
2022-06-09T08:02:37+00:00,smoke_sensor_01,400,7,0.26,0.33,,,13.97,50.65,0
2022-06-09T13:55:25+00:00,smoke_sensor_01,417,1335,1.88,1.95,,,24.69,52.73,1
2022-06-13T14:05:15+00:00,smoke_sensor_01,400,938,0.75,0.78,,,4.326,32.08,0
2022-06-09T00:52:00+00:00,smoke_sensor_01,400,67,0.88,0.91,,,16.535,53.43,0
2022-06-08T18:42:12+00:00,smoke_sensor_01,400,88,1.85,1.92,,,28.91,41.11,0
2022-06-08T19:28:03+00:00,smoke_sensor_01,400,5263,0.76,0.79,,,43.17,29.1,0
2022-06-13T14:19:37+00:00,smoke_sensor_01,400,648,0.64,0.66,,,5.06,14.69,0
2022-06-08T19:29:24+00:00,smoke_sensor_01,483,11596,0.89,0.92,,,45.96,25.09,0
2022-06-09T00:26:35+00:00,smoke_sensor_01,400,15,0.38,0.4,,,27.118,54.06,0
2022-06-09T01:14:45+00:00,smoke_sensor_01,400,145,2.51,2.61,,,0.044,52.74,1
2022-06-09T05:48:05+00:00,smoke_sensor_01,400,1210,2.04,2.12,,,12.681,48.3,1
2022-06-09T10:21:55+00:00,smoke_sensor_01,400,337,0.31,0.32,,,20.56,52.65,1
